,images,labels
9613,b'saucer_s_000182.png',3
9621,b'oilcan_s_001015.png',3
9633,b'mako_shark_s_000115.png',1
9635,b'shark_s_000168.png',1
9636,b'poppy_s_001041.png',2
9637,b'sunflower_s_001448.png',2
9638,b'halibut_s_000605.png',1
9639,b'lady_tulip_s_000271.png',2
9640,b'clock_s_001571.png',5
9641,b'line_engraving_s_000244.png',3
9648,b'rose_s_001212.png',2
9651,b'bartlett_pear_s_000364.png',4
9653,b'dasyatis_centroura_s_000011.png',1
9660,b'keyboard_s_001146.png',5
9664,b'valencia_orange_s_001462.png',4
9665,b'pearmain_s_000118.png',4
9667,b'whiskey_bottle_s_001157.png',3
9669,b'mushroom_s_000537.png',4
9671,b'tulip_s_000963.png',2
9681,b'clock_s_001994.png',5
9685,b'pear_s_000684.png',4
9688,b'tulip_s_001237.png',2
9700,b'sunflower_s_001142.png',2
9702,b'eagle_ray_s_000059.png',1
9703,b'bowl_s_000102.png',3
9708,b'electric_lamp_s_000365.png',5
9711,b'oilcan_s_001197.png',3
9720,b'bartlett_pear_s_000238.png',4
9728,b'sweet_pepper_s_001511.png',4
9732,b'tulip_s_001123.png',2
9737,b'television_s_002515.png',5
9744,b'dwarf_tulip_s_000096.png',2
9746,b'sunflower_s_000225.png',2
9749,b'orchid_s_000230.png',2
9754,b'rosebush_s_001995.png',2
9764,b'computer_keyboard_s_002077.png',5
9776,b'telephone_set_s_000703.png',5
9790,b'cichlid_s_000077.png',1
9791,b'eagle_ray_s_000065.png',1
9804,b'saucer_s_000459.png',3
9805,b'pop_bottle_s_000043.png',3
9808,b'poppy_s_002431.png',2
9818,b'plaice_s_000072.png',1
9822,b'lamp_s_000341.png',5
9828,b'clock_s_001171.png',5
9829,b'morchella_esculenta_s_000174.png',4
9831,b'tv_s_001423.png',5
9834,b'turbot_s_000297.png',1
9837,b'bonito_shark_s_000031.png',1
9839,b'shark_s_000212.png',1
9841,b'dessert_plate_s_000294.png',3
9846,b'shark_s_001814.png',1
9848,b'lamp_s_000546.png',5
9850,b'carassius_auratus_s_000200.png',1
9852,b'poppy_s_000225.png',2
9853,b'butterfly_ray_s_000722.png',1
9854,b'bell_pepper_s_000301.png',4
9857,b'rose_s_001816.png',2
9860,b'soda_can_s_000577.png',3
9864,b'coffee_can_s_000060.png',3
9872,b'sunflower_s_001444.png',2
9877,b'goblet_s_001370.png',3
9880,b'television_s_001029.png',5
9882,b'bell_pepper_s_000328.png',4
9883,b'telephone_set_s_000925.png',5
9884,b'cichlid_fish_s_000121.png',1
9886,b'gray_sole_s_000109.png',1
9890,b'beer_bottle_s_001965.png',3
9891,b'sunflower_s_000479.png',2
9902,b'sunflower_s_001127.png',2
9904,b'sweet_pepper_s_000847.png',4
9908,b'cichlid_s_000131.png',1
9915,b'bosc_s_002043.png',4
9918,b'mako_shark_s_000265.png',1
9920,b'bottle_s_000275.png',3
9923,b'plaice_s_000598.png',1
9924,b'bosc_s_001562.png',4
9931,b'bowl_s_000651.png',3
9933,b'whiskey_bottle_s_001210.png',3
9934,b'turbot_s_001047.png',1
9938,b'dessert_plate_s_000365.png',3
9942,b'butterfly_orchid_s_000565.png',2
9943,b'dwarf_tulip_s_000027.png',2
9947,b'goblet_s_000020.png',3
9948,b'poppy_s_001592.png',2
9949,b'rose_s_000132.png',2
9961,b'tulip_s_001496.png',2
9963,b'goblet_s_001633.png',3
9967,b'tv_s_000865.png',5
9968,b'plaice_s_000613.png',1
9980,b'telephone_s_001960.png',5
9982,b'desk_phone_s_000754.png',5
9985,b'telephone_set_s_000198.png',5
9990,b'bartlett_pear_s_000440.png',4
9993,b'bottle_s_000762.png',3
9996,b'stingray_s_000220.png',1
10003,b'clock_s_002213.png',5
10006,b'mushroom_s_000696.png',4
10007,b'poppy_s_001916.png',2
10010,b'cichlid_s_001536.png',1
10013,b'lamp_s_001219.png',5
10027,b'orchid_s_001527.png',2
10037,b'pearmain_s_000365.png',4
10039,b'verpa_bohemica_s_000324.png',4
10041,b'orchid_s_001121.png',2
10054,b'poppy_s_001040.png',2
10062,b'bowl_s_001441.png',3
10071,b'plate_s_000404.png',3
10077,b'shark_s_000813.png',1
10086,b'television_s_002778.png',5
10096,b'bell_pepper_s_001129.png',4
10102,b'pear_s_000796.png',4
10114,b'rosebush_s_000485.png',2
10117,b'bartlett_pear_s_000583.png',4
10119,b'bottle_s_000677.png',3
10120,b'lamp_s_000152.png',5
10122,b'television_s_001629.png',5
10125,b'computer_keyboard_s_002172.png',5
10138,b'cichlid_s_001038.png',1
10151,b'cichlid_fish_s_000374.png',1
10154,b'computer_keyboard_s_002232.png',5
10155,b'navel_orange_s_001060.png',4
10156,b'plaice_s_000430.png',1
10159,b'sweet_pepper_s_001306.png',4
10160,b'turbot_s_000341.png',1
10165,b'anjou_s_001815.png',4
10176,b'telephone_set_s_001298.png',5
10193,b'pear_s_000300.png',4
10194,b'butterfly_ray_s_000068.png',1
10200,b'rainbow_trout_s_000591.png',1
10206,b'butterfly_orchid_s_000760.png',2
10212,b'beer_bottle_s_000013.png',3
10218,b'telephone_set_s_000209.png',5
10221,b'northern_spy_s_000316.png',4
10226,b'bottle_s_000950.png',3
10229,b'orchid_s_000336.png',2
10240,b'clock_s_001342.png',5
10244,b'bell_pepper_s_000137.png',4
10251,b'alarm_clock_s_000826.png',5
10254,b'beer_can_s_002263.png',3
10262,b'poppy_s_002736.png',2
10268,b'saucer_s_001418.png',3
10270,b'cup_s_002120.png',3
10273,b'plate_s_002253.png',3
10277,b'dessert_plate_s_000048.png',3
10280,b'bowl_s_000403.png',3
10283,b'sunflower_s_000544.png',2
10291,b'clock_s_000737.png',5
10292,b'navel_orange_s_000235.png',4
10293,b'cichlid_fish_s_000363.png',1
10295,b'lady_tulip_s_000709.png',2
10297,b'mushroom_s_001795.png',4
10299,b'telephone_set_s_000503.png',5
10300,b'goldfish_s_001362.png',1
10305,b'lamp_s_000508.png',5
10309,b'sunflower_s_000817.png',2
10311,b'sweet_pepper_s_002209.png',4
10313,b'lady_tulip_s_000295.png',2
10322,b'bowl_s_001684.png',3
10328,b'tv_s_000275.png',5
10336,b'electric_ray_s_000549.png',1
10338,b'rainbow_trout_s_001699.png',1
10340,b'keyboard_s_001098.png',5
10342,b'poppy_s_002364.png',2
10343,b'shark_s_000943.png',1
10344,b'trout_s_001292.png',1
10345,b'poppy_s_001596.png',2
10354,b'telephone_set_s_000123.png',5
10363,b'chalice_s_000918.png',3
10369,b'rose_s_000664.png',2
10374,b'mako_s_001383.png',1
10380,b'stingray_s_000429.png',1
10381,b'sunflower_s_000441.png',2
10382,b'pearmain_s_000012.png',4
10383,b'poppy_s_001143.png',2
10384,b'computer_keyboard_s_000342.png',5
10385,b'butterfly_orchid_s_001441.png',2
10386,b'computer_keyboard_s_001192.png',5
10392,b'etching_s_000008.png',3
10393,b'disciotis_venosa_s_000038.png',4
10401,b'mushroom_s_000454.png',4
10411,b'lamp_s_001741.png',5
10422,b'alarm_clock_s_001065.png',5
10423,b'dessert_plate_s_000242.png',3
10436,b'bosc_s_000244.png',4
10437,b'mushroom_s_000798.png',4
10439,b'dessert_plate_s_000025.png',3
10441,b'lady_tulip_s_000385.png',2
10444,b'cichlid_s_000827.png',1
10467,b'phone_s_000035.png',5
10470,b'shark_s_000308.png',1
10472,b'flounder_s_002790.png',1
10476,b'clock_s_001603.png',5
10478,b'rosebush_s_001989.png',2
10488,b'macoun_s_000052.png',4
10491,b'shark_s_001640.png',1
10492,b'gray_sole_s_000024.png',1
10499,b'poppy_s_000554.png',2
10505,b'sunflower_s_000967.png',2
10509,b'soda_can_s_000381.png',3
10512,b'alarm_clock_s_000271.png',5
10519,b'sunflower_s_000773.png',2
10521,b'mushroom_s_000862.png',4
10522,b'mushroom_s_001696.png',4
10545,b'tulip_s_000431.png',2
10548,b'turbot_s_001232.png',1
10550,b'cichlid_s_000001.png',1
10566,b'tangerine_s_000580.png',4
10573,b'mushroom_s_000654.png',4
10577,b'bowl_s_001548.png',3
10578,b'plaice_s_000204.png',1
10587,b'tv_s_000733.png',5
10591,b'lady_tulip_s_000381.png',2
10593,b'temple_orange_s_000122.png',4
10595,b'television_s_000024.png',5
10598,b'valencia_orange_s_000155.png',4
10600,b'tulip_s_001814.png',2
10602,b'lady_tulip_s_000293.png',2
10603,b'tv_s_001475.png',5
10610,b'bartlett_pear_s_000369.png',4
10611,b'beer_can_s_001068.png',3
10616,b'beer_can_s_001995.png',3
10617,b'orchid_s_000784.png',2
10618,b'discharge_lamp_s_000026.png',5
10619,b'soda_can_s_001967.png',3
10623,b'plate_s_002658.png',3
10630,b'stingray_s_000274.png',1
10634,b'sweet_pepper_s_000814.png',4
10637,b'cichlid_fish_s_001072.png',1
10639,b'bowl_s_002144.png',3
10645,b'clavier_s_000444.png',5
10651,b'tulip_s_001324.png',2
10652,b'clock_s_000984.png',5
10655,b'television_system_s_000026.png',5
10656,b'alarm_clock_s_000934.png',5
10660,b'telephone_set_s_000991.png',5
10661,b'telephone_set_s_000083.png',5
10662,b'clock_s_000639.png',5
10668,b'butterfly_orchid_s_000555.png',2
10675,b'saucer_s_000336.png',3
10678,b'tulip_s_002167.png',2
10679,b'rose_s_001805.png',2
10687,b'television_s_001097.png',5
10688,b'cup_s_001011.png',3
10689,b'computer_keyboard_s_000149.png',5
10691,b'lady_tulip_s_000481.png',2
10698,b'pear_s_001439.png',4
10699,b'sunflower_s_001985.png',2
10706,b'poppy_s_002251.png',2
10714,b'rushlight_s_000034.png',5
10720,b'electric_lamp_s_000304.png',5
10724,b'turbot_s_000161.png',1
10727,b'sunflower_s_002411.png',2
10731,b'poppy_s_000819.png',2
10742,b'bowl_s_002420.png',3
10744,b'telephone_set_s_000109.png',5
10745,b'lamp_s_000055.png',5
10749,b'tulip_s_001527.png',2
10753,b'goblet_s_000770.png',3
10757,b'sunflower_s_001637.png',2
10761,b'chalice_s_001298.png',3
10775,b'orchid_s_000203.png',2
10778,b'computer_keyboard_s_000453.png',5
10788,b'fishbowl_s_002488.png',3
10789,b'trout_s_001930.png',1
10790,b'computer_keyboard_s_002170.png',5
10792,b'mushroom_s_002068.png',4
10793,b'oilcan_s_000994.png',3
10802,b'orchid_s_001021.png',2
10806,b'goldfish_s_002576.png',1
10817,b'alarm_clock_s_000315.png',5
10821,b'navel_orange_s_001169.png',4
10822,b'bowl_s_001155.png',3
10825,b'goblet_s_000125.png',3
10826,b'alarm_clock_s_000130.png',5
10830,b'plate_s_002788.png',3
10837,b'telephone_s_000812.png',5
10843,b'morel_s_000852.png',4
10846,b'soda_bottle_s_000891.png',3
10857,b'orchid_s_001841.png',2
10860,b'soda_bottle_s_000496.png',3
10869,b'bowl_s_000002.png',3
10876,b'citrus_aurantium_s_000101.png',4
10881,b'shark_s_001316.png',1
10886,b'bell_pepper_s_000415.png',4
10893,b'orchid_s_000299.png',2
10899,b'orange_s_002459.png',4
10901,b'sunflower_s_000315.png',2
10902,b'television_s_000310.png',5
10909,b'sunflower_s_000158.png',2
10915,b'phone_s_002386.png',5
10923,b'sunflower_s_000125.png',2
10924,b'electric_lamp_s_000470.png',5
10925,b'orchid_s_000333.png',2
10930,b'rosebush_s_000998.png',2
10933,b'electric_lamp_s_000327.png',5
10936,b'clock_s_001337.png',5
10938,b'television_s_002600.png',5
10945,b'tulipa_clusiana_s_000097.png',2
10946,b'stingray_s_000039.png',1
10947,b'stingray_s_000041.png',1
10948,b'stingray_s_001876.png',1
10953,b'computer_keyboard_s_002102.png',5
10955,b'bowl_s_000029.png',3
10958,b'crabapple_s_000281.png',4
10970,b'mcintosh_s_000551.png',4
10974,b'rainbow_trout_s_000026.png',1
10976,b'clock_s_002301.png',5
10978,b'poppy_s_002229.png',2
10988,b'stingray_s_001660.png',1
10989,b'rosebush_s_001695.png',2
10991,b'telephone_set_s_000637.png',5
10992,b'clock_s_002005.png',5
10994,b'poppy_s_002052.png',2
11002,b'clock_s_001245.png',5
11009,b'beaker_s_001343.png',3
11011,b'computer_keyboard_s_000039.png',5
11028,b'sweet_pepper_s_000469.png',4
11032,b'pear_s_001047.png',4
11035,b'telephone_set_s_000042.png',5
11043,b'television_s_001102.png',5
11046,b'keyboard_s_001558.png',5
11048,b'yellow_delicious_s_000123.png',4
11050,b'stingray_s_000399.png',1
11051,b'cichlid_fish_s_000367.png',1
11055,b'tulip_s_000040.png',2
11058,b'apple_s_000740.png',4
11065,b'golden_delicious_s_001043.png',4
11067,b'beer_bottle_s_001900.png',3
11072,b'apple_s_000519.png',4
11076,b'pear_s_001520.png',4
11079,b'trout_s_002162.png',1
11082,b'keyboard_s_000757.png',5
11083,b'dessert_plate_s_000487.png',3
11084,b'sunflower_s_000097.png',2
11086,b'poppy_s_000022.png',2
11093,b'telephone_set_s_000165.png',5
11094,b'mako_shark_s_001024.png',1
11096,b'poppy_s_000621.png',2
11097,b'dessert_plate_s_000150.png',3
11098,b'cichlid_s_002222.png',1
11104,b'shark_s_002271.png',1
11105,b'valencia_orange_s_000075.png',4
11109,b'shark_s_000652.png',1
11111,b'pear_s_000007.png',4
11112,b'dessert_plate_s_000279.png',3
11117,b'keyboard_s_001466.png',5
11121,b'eating_apple_s_000893.png',4
11124,b'mackerel_shark_s_000087.png',1
11126,b'mako_s_000135.png',1
11131,b'stingray_s_000546.png',1
11133,b'bartlett_pear_s_000020.png',4
11134,b'lamp_s_001396.png',5
11136,b'goblet_s_001241.png',3
11150,b'cable_system_s_000041.png',5
11156,b'lamp_s_000162.png',5
11157,b'poppy_s_000687.png',2
11161,b'bell_pepper_s_001488.png',4
11166,b'beer_can_s_001611.png',3
11167,b'sand_dab_s_000181.png',1
11169,b'keyboard_s_000143.png',5
11178,b'shark_s_001822.png',1
11179,b'computer_keyboard_s_000683.png',5
11183,b'winter_flounder_s_000494.png',1
11185,b'bowl_s_001235.png',3
11188,b'golden_delicious_s_001399.png',4
11189,b'saucer_s_000677.png',3
11193,b'trout_s_000985.png',1
11198,b'mushroom_s_001098.png',4
11201,b'valencia_orange_s_001780.png',4
11203,b'clock_s_001402.png',5
11208,b'poppy_s_002499.png',2
11209,b'orchid_s_000193.png',2
11213,b'goldfish_s_001445.png',1
11215,b'bartlett_pear_s_000192.png',4
11216,b'dessert_plate_s_000314.png',3
11218,b'bowl_s_001456.png',3
11219,b'bartlett_pear_s_000576.png',4
11231,b'lady_tulip_s_000515.png',2
11234,b'eagle_ray_s_000289.png',1
11239,b'poppy_s_001034.png',2
11242,b'poppy_s_001115.png',2
11243,b'bartlett_pear_s_000185.png',4
11253,b'bosc_s_000522.png',4
11258,b'telephone_set_s_000047.png',5
11261,b'tv_s_001301.png',5
11264,b'golden_delicious_s_000120.png',4
11265,b'clavier_s_000441.png',5
11269,b'soda_bottle_s_000026.png',3
11270,b'verpa_s_000494.png',4
11273,b'rose_s_001811.png',2
11274,b'beer_bottle_s_000410.png',3
11277,b'poppy_s_001611.png',2
11279,b'mushroom_s_000473.png',4
11281,b'mako_s_001727.png',1
11283,b'sweet_pepper_s_000043.png',4
11284,b'tin_can_s_001915.png',3
11289,b'shark_s_001600.png',1
11293,b'rainbow_trout_s_001535.png',1
11296,b'sunflower_s_001704.png',2
11297,b'goblet_s_001540.png',3
11299,b'alarm_clock_s_000147.png',5
11301,b'shark_s_001849.png',1
11314,b'northern_spy_s_000660.png',4
11315,b'flounder_s_001085.png',1
11317,b'television_s_000133.png',5
11323,b'shark_s_000215.png',1
11332,b'flounder_s_001646.png',1
11333,b'beer_bottle_s_001905.png',3
11337,b'sweet_pepper_s_001475.png',4
11338,b'tulip_s_000465.png',2
11349,b'pearmain_s_000273.png',4
11352,b'valencia_orange_s_000888.png',4
11356,b'goblet_s_001757.png',3
11363,b'poppy_s_000042.png',2
11368,b'sweet_pepper_s_000472.png',4
11369,b'telephone_set_s_001548.png',5
11375,b'rainbow_trout_s_002298.png',1
11377,b'citrus_aurantium_s_000424.png',4
11389,b'mushroom_s_002486.png',4
11396,b'whiskey_bottle_s_000102.png',3
11401,b'plate_iron_s_000893.png',3
11402,b'red_delicious_s_001980.png',4
11405,b'sunflower_s_001680.png',2
11407,b'orchid_s_001226.png',2
11412,b'stingray_s_000991.png',1
11414,b'tulipa_clusiana_s_000392.png',2
11427,b'computer_keyboard_s_000071.png',5
11429,b'clock_s_001031.png',5
11431,b'sunflower_s_000739.png',2
11435,b'stingray_s_000103.png',1
11440,b'bell_pepper_s_000360.png',4
11443,b'clock_s_000182.png',5
11449,b'sunflower_s_000717.png',2
11459,b'orchid_s_001676.png',2
11460,b'tv_s_000090.png',5
11470,b'sunflower_s_000414.png',2
11474,b'anjou_s_000025.png',4
11481,b'goblet_s_001481.png',3
11486,b'bowl_s_001529.png',3
11487,b'sweet_pepper_s_000860.png',4
11491,b'lamp_s_001172.png',5
11492,b'rose_s_001785.png',2
11495,b'sweet_pepper_s_001502.png',4
11496,b'bowl_s_000070.png',3
11497,b'pear_s_002234.png',4
11500,b'computer_keyboard_s_002288.png',5
11501,b'sunflower_s_000194.png',2
11507,b'pearmain_s_000250.png',4
11512,b'rainbow_trout_s_001031.png',1
11515,b'lamp_s_000046.png',5
11516,b'clavier_s_000442.png',5
11520,b'shark_s_001314.png',1
11527,b'mushroom_s_000969.png',4
11530,b'sweet_pepper_s_001348.png',4
11532,b'mackerel_shark_s_000003.png',1
11533,b'lamp_s_001325.png',5
11534,b'telephone_set_s_000024.png',5
11537,b'telephone_s_000103.png',5
11538,b'flounder_s_002432.png',1
11544,b'sunflower_s_000219.png',2
11549,b'lady_tulip_s_000393.png',2
11550,b'navel_orange_s_001100.png',4
11553,b'rose_s_001986.png',2
11564,b'poppy_s_001269.png',2
11571,b'butterfly_ray_s_000197.png',1
11580,b'lamp_s_000800.png',5
11584,b'orchid_s_000014.png',2
11586,b'bowl_s_002007.png',3
11591,b'plate_iron_s_001636.png',3
11595,b'beer_can_s_002665.png',3
11597,b'keyboard_s_001745.png',5
11600,b'sunflower_s_001051.png',2
11601,b'wine_bottle_s_000007.png',3
11603,b'mountain_rose_s_000926.png',2
11606,b'butterfly_orchid_s_001356.png',2
11614,b'northern_spy_s_000008.png',4
11616,b'soda_can_s_000660.png',3
11622,b'cichlid_s_002021.png',1
11634,b'rosebush_s_001368.png',2
11635,b'clock_s_001051.png',5
11636,b'tulip_s_000479.png',2
11642,b'television_system_s_000596.png',5
11643,b'rosebush_s_001886.png',2
11644,b'poppy_s_000930.png',2
11651,b'halibut_s_000704.png',1
11656,b'mushroom_s_002379.png',4
11658,b'turbot_s_000022.png',1
11660,b'shortfin_mako_s_000419.png',1
11662,b'pear_s_001655.png',4
11663,b'mushroom_s_000898.png',4
11666,b'plate_s_001730.png',3
11669,b'orchid_s_000158.png',2
11682,b'shark_s_001184.png',1
11683,b'stingray_s_001515.png',1
11686,b'whiskey_bottle_s_000162.png',3
11690,b'mushroom_s_001172.png',4
11693,b'clock_s_000003.png',5
11696,b'turbot_s_000350.png',1
11697,b'orchid_s_001725.png',2
11699,b'tin_can_s_001314.png',3
11700,b'bell_pepper_s_000547.png',4
11701,b'pear_s_002189.png',4
11702,b'dessert_plate_s_000019.png',3
11705,b'beer_bottle_s_002043.png',3
11714,b'sunflower_s_000047.png',2
11716,b'sweet_pepper_s_001245.png',4
11718,b'valencia_orange_s_001681.png',4
11723,b'telephone_set_s_000234.png',5
11725,b'rosebush_s_001693.png',2
11730,b'stingray_s_000094.png',1
11737,b'rainbow_trout_s_000469.png',1
11742,b'lamp_s_002153.png',5
11744,b'rush_candle_s_000022.png',5
11747,b'telephone_set_s_000468.png',5
11752,b'verpa_s_001099.png',4
11761,b'eagle_ray_s_000127.png',1
11764,b'poppy_s_002510.png',2
11769,b'mushroom_s_002181.png',4
11773,b'tulipa_clusiana_s_000063.png',2
11775,b'clavier_s_000192.png',5
11776,b'soda_bottle_s_000788.png',3
11780,b'flounder_s_002270.png',1
11784,b'discharge_lamp_s_000875.png',5
11787,b'lamp_s_001337.png',5
11788,b'seville_orange_s_000408.png',4
11796,b'mushroom_s_000466.png',4
11797,b'computer_keyboard_s_000952.png',5
11800,b'trout_s_000625.png',1
11810,b'butterfly_orchid_s_000281.png',2
11811,b'stingray_s_000603.png',1
11812,b'dessert_plate_s_000372.png',3
11813,b'halibut_s_000459.png',1
11817,b'milk_can_s_000904.png',3
11818,b'chalice_s_000593.png',3
11822,b'computer_keyboard_s_001465.png',5
11831,b'flounder_s_001506.png',1
11832,b'sunflower_s_000740.png',2
11841,b'golden_delicious_s_000167.png',4
11845,b'tulip_s_002203.png',2
11850,b'clock_s_000387.png',5
11851,b'butterfly_orchid_s_001123.png',2
11858,b'bowl_s_001446.png',3
11867,b'computer_keyboard_s_001486.png',5
11869,b'bell_pepper_s_000560.png',4
11876,b'goldfish_s_002506.png',1
11877,b'rose_s_000509.png',2
11883,b'clavier_s_000458.png',5
11889,b'tv_s_000422.png',5
11892,b'desk_phone_s_000633.png',5
11899,b'poppy_s_000173.png',2
11901,b'sunflower_s_001330.png',2
11914,b'television_s_001751.png',5
11915,b'television_s_000434.png',5
11917,b'bell_pepper_s_000265.png',4
11918,b'butterfly_orchid_s_001431.png',2
11921,b'morchella_esculenta_s_000170.png',4
11924,b'poppy_s_000585.png',2
11927,b'rosebush_s_000786.png',2
11938,b'mushroom_s_001961.png',4
11941,b'rainbow_trout_s_001013.png',1
11942,b'cup_s_001693.png',3
11943,b'golden_delicious_s_000447.png',4
11944,b'poppy_s_001588.png',2
11946,b'plate_s_001892.png',3
11965,b'plate_s_002406.png',3
11967,b'television_system_s_000289.png',5
11971,b'television_s_000971.png',5
11972,b'clock_s_000242.png',5
11980,b'plate_s_001275.png',3
11995,b'golden_delicious_s_000389.png',4
11996,b'pear_s_000254.png',4
12000,b'navel_orange_s_000065.png',4
12021,b'bosc_s_000236.png',4
12025,b'clavier_s_000854.png',5
12029,b'dessert_plate_s_000356.png',3
12031,b'pop_bottle_s_001592.png',3
12036,b'trout_s_001567.png',1
12038,b'tulipa_clusiana_s_000110.png',2
12044,b'soda_can_s_000567.png',3
12051,b'shark_s_000858.png',1
12062,b'orchid_s_000168.png',2
12064,b'lamp_s_002285.png',5
12066,b'telephone_set_s_001031.png',5
12068,b'poppy_s_000004.png',2
12093,b'bowl_s_001870.png',3
12094,b'shark_s_001210.png',1
12095,b'cichlid_s_002163.png',1
12100,b'mountain_rose_s_000867.png',2
12105,b'rose_s_000765.png',2
12111,b'discharge_lamp_s_000877.png',5
12115,b'tv_s_001698.png',5
12120,b'rose_s_000049.png',2
12125,b'lamp_s_000933.png',5
12126,b'bell_pepper_s_000959.png',4
12127,b'rainbow_trout_s_001658.png',1
12128,b'tulipa_clusiana_s_000143.png',2
12132,b'mushroom_s_000739.png',4
12133,b'mushroom_s_001368.png',4
12135,b'computer_keyboard_s_002161.png',5
12141,b'television_system_s_000271.png',5
12142,b'lamp_s_001091.png',5
12143,b'goblet_s_001245.png',3
12144,b'navel_orange_s_001018.png',4
12149,b'stingray_s_000972.png',1
12153,b'goblet_s_001514.png',3
12162,b'sweet_pepper_s_001518.png',4
12166,b'butterfly_orchid_s_000055.png',2
12167,b'goblet_s_000992.png',3
12168,b'computer_keyboard_s_001532.png',5
12171,b'sunflower_s_001216.png',2
12177,b'halibut_s_000303.png',1
12179,b'cichlid_s_001887.png',1
12184,b'keyboard_s_001227.png',5
12186,b'lamp_s_002281.png',5
12199,b'rose_s_001517.png',2
12200,b'orchid_s_000466.png',2
12204,b'lady_tulip_s_000048.png',2
12205,b'goblet_s_001233.png',3
12208,b'red_delicious_s_000474.png',4
12210,b'sunflower_s_000350.png',2
12218,b'cichlid_s_001523.png',1
12220,b'lamp_s_001355.png',5
12222,b'beer_bottle_s_001558.png',3
12223,b'navel_orange_s_000232.png',4
12226,b'sweet_pepper_s_001235.png',4
12238,b'cichlid_s_001406.png',1
12241,b'electric_ray_s_001464.png',1
12252,b'sunflower_s_000942.png',2
12256,b'beer_can_s_001204.png',3
12260,b'shortfin_mako_s_000711.png',1
12262,b'rainbow_trout_s_000631.png',1
12263,b'clavier_s_000529.png',5
